Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Team Id,Team Name,Custom field (Vulnerability),Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Create Recent Orders API on Backend,QUIC-91,10396,Subtask,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Divine Idehen,712020:15e3613c-e48a-436e-be9f-95fcc39a42c4,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 10:23 AM,18/Jun/25 10:24 AM,,,,0,"Set up a backend service that gives the app the 3-5 most recent orders, so the app can show this to users.",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000lz:,,,,,,,,,10346,QUIC-72,Recent Orders / Order History,To Do,18/Jun/25 10:23 AM
Create Order Details Page on Frontend,QUIC-89,10393,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 10:23 AM,10/Jul/25 8:12 PM,,,,0,"Build a page that shows more details about an order when a user clicks on it, so they can see all the information they need.",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000lr:,,,,,,,,,10346,QUIC-72,Recent Orders / Order History,In Progress,10/Jul/25 8:12 PM
Design Empty State for Recent Orders,QUIC-90,10394,Subtask,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 10:23 AM,18/Jun/25 10:23 AM,,,,0,"Create a design for when there are no recent orders to show, so users know there are no deliveries yet.",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000lj:,,,,,,,,,10346,QUIC-72,Recent Orders / Order History,To Do,18/Jun/25 10:23 AM
Update Orders List Automatically on Frontend,QUIC-86,10390,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 10:23 AM,10/Jul/25 8:16 PM,,,,0,"Make sure the list of recent orders updates by itself on the app after each delivery is done, so users always see the latest information.",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000lb:,,,,,,,,,10346,QUIC-72,Recent Orders / Order History,In Progress,10/Jul/25 8:16 PM
Build Recent Orders List on Frontend,QUIC-88,10391,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 10:23 AM,07/Jul/25 12:07 PM,,,,0,"Make a list on the app that shows the 3-5 most recent orders, so users can track their deliveries easily.",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000l3:,,,,,,,,,10346,QUIC-72,Recent Orders / Order History,In Progress,07/Jul/25 12:07 PM
Design Recent Orders Card Layout,QUIC-87,10392,Subtask,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 10:23 AM,18/Jun/25 10:23 AM,,,,0,"Create a card design for showing recent orders, so users can easily see and interact with their deliveries.",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000kv:,,,,,,,,,10346,QUIC-72,Recent Orders / Order History,To Do,18/Jun/25 10:23 AM
Integrate Google Places API for Autocomplete,QUIC-85,10384,Subtask,In Progress,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 10:03 AM,10/Jul/25 8:17 PM,,,,0,"On the frontend, integrate the Google Places API to provide location suggestions as users type in the pickup and delivery fields.",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000kn:,,,,,,,,,10342,QUIC-70,Pickup & Delivery Location Fields,In Progress,10/Jul/25 8:17 PM
Validate Locations Against Service Area,QUIC-84,10383,Subtask,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Divine Idehen,712020:15e3613c-e48a-436e-be9f-95fcc39a42c4,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 10:03 AM,18/Jun/25 10:16 AM,,,,0,Develop backend logic to validate that entered locations are within the service area. Return an error message if a location is outside the service area.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000kf:,,,,,,,,,10342,QUIC-70,Pickup & Delivery Location Fields,To Do,18/Jun/25 10:03 AM
Develop Pickup and Delivery Input Fields,QUIC-83,10380,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 10:03 AM,07/Jul/25 12:05 PM,,,,0,Create two input fields on the frontend for users to enter pickup and delivery addresses. Ensure the pickup field is required before the delivery field becomes active.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000k7:,,,,,,,,,10342,QUIC-70,Pickup & Delivery Location Fields,In Progress,07/Jul/25 12:05 PM
Setup Notification Data Retrieval (Backend),QUIC-81,10376,Subtask,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Divine Idehen,712020:15e3613c-e48a-436e-be9f-95fcc39a42c4,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 9:38 AM,18/Jun/25 9:44 AM,,,,0,"Implement the backend service to retrieve notification data, including unread counts and notification details, to be displayed on the frontend.",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000jz:,,,,,,,,,10330,QUIC-64,Notification Button,To Do,18/Jun/25 9:38 AM
Test Notification Feature (Backend),QUIC-82,10378,Subtask,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 9:38 AM,18/Jun/25 9:52 AM,,,,0,"Conduct thorough testing of the backend notification services to ensure data is correctly retrieved, stored, and updated according to the business logic.",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000jr:,,,,,,,,,10330,QUIC-64,Notification Button,To Do,18/Jun/25 9:38 AM
Test Notification Feature (Frontend),QUIC-80,10375,Subtask,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 9:38 AM,18/Jun/25 9:52 AM,,,,0,"Conduct thorough testing of the frontend notification feature, including the icon, unread badge, and notification modal/screen, to ensure all acceptance criteria are met.",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000jj:,,,,,,,,,10330,QUIC-64,Notification Button,To Do,18/Jun/25 9:38 AM
Implement Notification Icon on Dashboard (Frontend),QUIC-79,10372,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 9:38 AM,07/Jul/25 12:05 PM,,,,0,Develop and integrate the notification bell icon into the dashboard header. Ensure it is positioned correctly and is responsive across different devices.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000iv:,,,,,,,,,10330,QUIC-64,Notification Button,In Progress,07/Jul/25 12:05 PM
Design Notification Icon (Frontend),QUIC-78,10371,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 9:38 AM,07/Jul/25 12:05 PM,,,,0,Create a design for the notification bell icon that will be placed at the top-right corner of the dashboard. Ensure it is visually consistent with the app's design language.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000jb:,,,,,,,,,10330,QUIC-64,Notification Button,In Progress,07/Jul/25 12:05 PM
Create Notification Modal or Screen (Frontend),QUIC-77,10368,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 9:38 AM,07/Jul/25 12:04 PM,,,,0,Develop a modal or screen on the frontend that displays a list of notifications when the notification icon is tapped. Ensure the notifications are sorted with the latest first.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000in:,,,,,,,,,10330,QUIC-64,Notification Button,In Progress,07/Jul/25 12:04 PM
Implement Read/Unread Notification Logic (Backend),QUIC-76,10369,Subtask,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Divine Idehen,712020:15e3613c-e48a-436e-be9f-95fcc39a42c4,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 9:38 AM,18/Jun/25 9:52 AM,,,,0,Develop the backend logic to mark notifications as read when viewed and ensure they are stored appropriately. This includes updating the unread badge count.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000j3:,,,,,,,,,10330,QUIC-64,Notification Button,To Do,18/Jun/25 9:38 AM
Develop Unread Badge Functionality (Frontend),QUIC-75,10370,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,18/Jun/25 9:38 AM,10/Jul/25 8:16 PM,,,18/Jun/25 12:00 AM,0,Implement the frontend functionality to display an unread badge on the notification icon. The badge should accurately reflect the number of unread notifications.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000if:,,,,,,,,,10330,QUIC-64,Notification Button,In Progress,10/Jul/25 8:16 PM
“Send a Package” CTA Button,QUIC-74,10350,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 4:43 PM,18/Jun/25 10:33 AM,,,,0,"*User Story:*
As a user, I want to easily request a delivery from the dashboard when I register, so I can quickly book a rider.

*Description:*
A large primary CTA labeled ""Send a Package"" appears over the dashboard during onboarding. It triggers the delivery flow.

*Acceptance Criteria:*

* Button is visible after authentication
* Button opens delivery request flow screen
* Directs to pickup and delivery screen when tapped",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000i7:,,,,,,,,,10265,QUIC-47,Dashboard,To Do,16/Jun/25 4:43 PM
"Bottom Tab Navigation (Home, Orders, Account)",QUIC-73,10348,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 4:37 PM,16/Jun/25 4:38 PM,,,,0,"*User Story:*
As a user, I want to easily switch between main areas of the app, so I can view deliveries or manage my account.

*Description:*
A bottom nav bar has 3 icons: Home, Orders, and Account. The active screen is highlighted.

*Acceptance Criteria:*

* Bottom nav bar is always visible on main app screens
* Home navigates to dashboard
* Orders opens list of past/current deliveries
* Account opens profile, wallet, support links
* Active tab is visually highlighted
",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000hz:,,,,,,,,,10265,QUIC-47,Dashboard,To Do,16/Jun/25 4:37 PM
Recent Orders / Order History,QUIC-72,10346,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 4:34 PM,16/Jun/25 4:36 PM,,,,0,"*User Story:*
As a user, I want to see my most recent deliveries so I can track progress and repeat orders easily.

*Description:*
A card-based list shows the 3–5 most recent orders with date, status, and route. Users can tap to see full details.

*Acceptance Criteria:*

* Displays at least the last 3 orders
* Each card shows: Date, Pickup ➡ Delivery, Status (e.g., Delivered)
* Tapping card opens detailed order page
* List updates dynamically after each completed delivery
* Shows empty state if no deliveries exist yet",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000hr:,,,,,,,,,10265,QUIC-47,Dashboard,To Do,16/Jun/25 4:34 PM
Promotions Image Section,QUIC-71,10344,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 4:33 PM,16/Jun/25 4:33 PM,,,,0,"*User Story:*
As a user, I want to see current promotions so I can take advantage of discounts and offers.

*Description:*
A scrollable banner area shows active promotions fetched from the backend. Clicking a banner reveals more details.

*Acceptance Criteria:*

* At least one promotion card is displayed (or “No active promotions” message)
* Cards are swipeable if multiple exist
* Each card links to a promo details screen
* Image/banner is optimized for different screen sizes",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000hj:,,,,,,,,,10265,QUIC-47,Dashboard,To Do,16/Jun/25 4:33 PM
Pickup & Delivery Location Fields,QUIC-70,10342,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 4:31 PM,18/Jun/25 10:02 AM,,,,0,"*User Story:*
As a user, I want to enter my pickup and delivery addresses so I can schedule a package delivery.

*Description:*
Users enter pickup and delivery locations through input fields powered by autocomplete. Locations must be validated before continuing.

*Acceptance Criteria:*

* Two input fields are visible for pickup and delivery
* Pickup is required before the delivery input is active
* Location suggestions appear using the Google Places API
* Error is shown if location is outside the service area",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000hb:,,,,,,,,,10265,QUIC-47,Dashboard,To Do,16/Jun/25 4:31 PM
Add Persistent Promotions Banner to Footer,QUIC-69,10338,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 4:07 PM,07/Jul/25 12:03 PM,,,18/Jun/25 12:00 AM,0,"h2. Summary

Implement a persistent promotions banner in the footer of the side menu. This banner will display ongoing promotions.

h2. Context

The goal is to enhance user engagement by showcasing current promotions directly in the footer of the side menu.

h2. Acceptance criteria

* A promotions banner must be added to the footer of the side menu.
* The banner should display ongoing promotions.

h2. Other information

N/A",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000h3:,,,1.0,,,,,,10328,QUIC-63,Access Side Menu (Breadcrumb & Navigation),In Progress,07/Jul/25 12:03 PM
Integrate Profile Information in Side Menu,QUIC-67,10339,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 4:07 PM,07/Jul/25 12:03 PM,,,18/Jun/25 12:00 AM,0,"Ensure the side menu displays the user's profile information, including username and profile picture, for context.",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000gv:,,,1.0,,,,,,10328,QUIC-63,Access Side Menu (Breadcrumb & Navigation),In Progress,07/Jul/25 12:03 PM
Implement Breadcrumb Navigation,QUIC-68,10337,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 4:07 PM,07/Jul/25 12:03 PM,,,18/Jun/25 12:00 AM,0,Develop breadcrumb navigation that shows the user's current location within the app and includes the username and profile picture icon for context.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000gn:,,,2.0,,,,,,10328,QUIC-63,Access Side Menu (Breadcrumb & Navigation),In Progress,07/Jul/25 12:03 PM
Implement Hamburger Menu Icon,QUIC-65,10336,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 4:07 PM,07/Jul/25 11:16 AM,,,17/Jun/25 12:00 AM,0,Design and implement a visible hamburger menu icon on the main screen that users can tap to open the side menu drawer.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000gf:,,,1.0,,,,,,10328,QUIC-63,Access Side Menu (Breadcrumb & Navigation),In Progress,07/Jul/25 11:16 AM
Develop Side Menu Drawer,QUIC-66,10340,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 4:07 PM,07/Jul/25 11:16 AM,,,17/Jun/25 12:00 AM,0,"h2. Summary

Develop a side menu drawer that opens with a tap on the hamburger menu or a swipe from the side.

h2. Context

The side menu drawer will enhance user navigation within the application.

h2. Acceptance criteria

* The drawer opens when the hamburger menu is tapped.
* The drawer opens when the user swipes from the side.
* The drawer contains the following sections:
** Profile
** Payment
** Promotions
** My Orders
** Help

h2. Other information

N/A",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000g7:,,,2.0,,,,,,10328,QUIC-63,Access Side Menu (Breadcrumb & Navigation),In Progress,07/Jul/25 11:16 AM
Notification Button,QUIC-64,10330,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 4:04 PM,16/Jun/25 4:06 PM,,,,0,"*User Story:*
As a user, I want to see app notifications so I can stay updated about deliveries, promos, and status alerts.

*Description:*
A notification bell icon sits at the top-right corner of the dashboard. It shows a badge for unread messages and opens a list of recent alerts.

*Acceptance Criteria:*

* Notification icon appears on dashboard header
* Unread badge displays the correct count
* Tapping opens a modal or screen with notifications (latest first)
* Read notifications are marked and stored appropriately",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000fz:,,,,,,,,,10265,QUIC-47,Dashboard,To Do,16/Jun/25 4:04 PM
Access Side Menu (Breadcrumb & Navigation),QUIC-63,10328,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 4:00 PM,16/Jun/25 4:04 PM,,,,0,"*User Story:*
As a user, I want to access the side menu easily from any screen, so I can manage my profile, payments, and help options.

*Description:*
The side menu opens from a hamburger icon or swipe, and shows key app sections. It includes profile info, wallet, orders, help, and promotions.

*Acceptance Criteria:*

* Hamburger menu is visible on the main screen
* Tapping it opens the side menu drawer
* Drawer contains Profile, Payment, Promotions, My Orders, Help
* Footer includes a persistent promotions banner
* Breadcrumb shows username and profile picture icon for context",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000fr:,,,,,,,,,10265,QUIC-47,Dashboard,To Do,16/Jun/25 4:00 PM
Design user interface for login screen,QUIC-62,10326,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:32 PM,18/Jun/25 11:09 AM,,,16/Jun/25 12:00 AM,0,"Design and implement the user interface for the login screen, including fields for phone number input and OTP entry, ensuring a user-friendly experience.",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000fb:,,,0.0,,,,,,10138,QUIC-9,Login to access account,In Progress,18/Jun/25 11:09 AM
Develop OTP generation and sending mechanism,QUIC-61,10324,Subtask,QA,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,Done,Divine Idehen,712020:15e3613c-e48a-436e-be9f-95fcc39a42c4,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:32 PM,17/Jun/25 10:25 PM,,17/Jun/25 10:25 PM,17/Jun/25 12:00 AM,0,Create a system to generate a One-Time Password (OTP) and send it to the user's registered phone number after they attempt to log in.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000f3:,,,1.0,,,,,,10138,QUIC-9,Login to access account,Done,17/Jun/25 10:25 PM
Implement phone number login functionality,QUIC-60,10323,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:32 PM,10/Jul/25 8:10 PM,,,16/Jun/25 12:00 AM,0,Develop the functionality to allow users to log in using their registered phone number. Ensure that the phone number is validated against the registered number in the system.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000fj:,,,1.0,,,,,,10138,QUIC-9,Login to access account,In Progress,10/Jul/25 8:10 PM
